sentence1	sentence2	label
截至今年6月底 有多家保险公司获得了 以房养老 保险试点资格 但只有幸福人寿开展了业务 共有98户家庭139位老人完成承保手续 银保监会有关部门负责人说 将认真总结试点经验 加强与相关部委的沟通协调 推动完善配套政策 探索业务经营规律 逐步建立规范有序的住房反向抵押养老保险市场 鼓励更多保险公司参与 扩大和优化保险产品供给 让更多老年人受益 新华社	以房养老 保险遇冷 银保监会 推动完善配套政策 财联社7月4日讯 截至今年6月底 有多家保险公司获得了 以房养老 保险试点资格 但只有幸福人寿开展了业务 共有98户家庭139位老人完成承保手续 银保监会有关部门负责人说 将认真总结试点经验 加强与相关部委的沟通协调 推动完善配套政策 探索业务经营规律 逐步建立规范有序的住房反向抵押养老保险市场 鼓励更多保险公司参与 扩大和优化保险产品供给 让更多老年人受益 新华社	1
通威股份7月4日在互动平台表示 公司在产线上做出来的最高单晶perc电池转换效率已经超过了22 1 在22 1 22 2 之间 量产的平均入库效率今年上半年是21 33	2018年7月5日 通威股份高级管理人员袁仕华以成交均价6 2元增持3万股 共计18 60万元 变动后持股数为69 50万股	0
香港恒生指数收盘跌1 06 至28241 67点 腾讯控股跌2 00 石药集团跌8 21 碧桂园跌5 78 融创中国跌5 39 飞笛资讯	上周五美股收市向下 油价金价齐升 美元微涨 港股adr受压 伦敦金属基本上涨 就目前而言 外围局势动荡 投资者需保持谨慎 今日开盘 港股恒生指数高开0 13 随后下跌 一度跌2 截至收盘 恒指跌1 6 报30315 59点 国企指数跌2 06 报12008 13点 红筹指数跌1 01 报4446 02点 大市成交1076 47亿港元 沪港通资金流向方面 沪股通净流入13 95亿 港股通 沪 净流出为10 81亿 深港通资金流向方面 深股通净流入13 23亿 港股通 深 净流入为0 23亿	0
据国际清算银行的数据显示 欧洲各银行在其资产负债表上隐藏了数千亿美元的高风险交易 仅在报告日期前几天将其转移 同样的问题不会发生在英国或美国的银行身上 因为它们有更好的设计规则 但自从欧洲引入新的 结构糟糕的规则以来 这个问题变得越来越严重 欧洲的银行在报告日期之间增加了在货币市场上的借款 把这些钱在短期内借出以快速获利 在本季度末和年底 当必须拿出自己敞口的快照时 它们就会关闭交易 使它们向欧洲监管机构报告的杠杆水平低于实际水平	6月24日 有 央行的央行 之称的国际清算银行 bis 趁着周末 发布了一份重磅年度报告 在报告中 国际清算银行警告称 多家银行可能采用了雷曼兄弟当年用过的招数来掩盖庞大的对外借款 财务报表中的许多内容确实是被粉饰过的 这对于全球的投资者以及央行行长来说是个让人忧虑的信号 雷曼兄弟倒闭带来的资本巨痛已经十年 而各国央行对于 这种老招 依旧没有什么好的应对方法 这是百年一遇的金融危机 原美联储主席格林斯潘在雷曼兄弟倒下后的呐喊言犹在耳 但国际市场上虚加杠杆与粉饰财报的行为 已开始故伎重演 甚至变得司空见惯起来	1
据了解 近期养老目标基金正在加速申报注册 6月的最后一周内有5只养老目标基金进行了申报 有业内人士透露 7月底将会有第一批养老目标基金获得批复 这些获得批复的基金 应该是监管层从产品丰富度 投研能力 市场规模 销售能力等方面综合衡量的结果 上证报	据了解 近期养老目标基金正在加速申报注册 6月的最后一周内有5只养老目标基金进行了申报 有业内人士透露 7月底将会有第一批养老目标基金获得批复 这些获得批复的基金 应该是监管层从产品丰富度 投研能力 市场规模 销售能力等方面综合衡量的结果	1
统计上半年券商资管集合和公募产品的业绩情况发现 债券型产品表现稳健 而大多数公募基金的收益还不如货币基金 股票型公募基金整体平均收益只有 11 03 截至今年上半年 券商资管共发行了99只公募基金产品 总规模超过1930 96亿元 券商中国	券商中国记者统计上半年券商资管集合和公募产品的业绩情况发现 债券型产品表现稳健 而大多数公募基金的收益还不如货币基金 股票型公募基金整体平均收益只有 11 03 此外 随着资管新规的落地和大资管行业的整体发展 公募基金业务已经成为券商资管重要的发力点之一 wind数据显示 13家具备公募基金资格的券商中 已有11家证券公司或券商资管子公司发行了公募基金产品 截至今年上半年 券商资管共发行了99只公募基金产品 总规模超过1930 96亿元	1
6月以来 上市公司股东正在积极降低股票质押潜在风险 据统计 6月以来 共有452家公司发布了股东的解除质押公告 合计对185 52亿股解除了质押 估算涉及市值达到2119 58亿元 其中有34 39 的解除质押是提前购回	6月以来 共有452家公司发布了股东的解除质押公告 合计对185 52亿股解除了质押 估算涉及市值达到2119 58亿元 其中有34 39 的解除质押是提前购回	1
广州港7月4日晚间公告 2018年6月份 公司预计完成集装箱吞吐量159 6万标准箱 同比增长6 1 预计完成货物吞吐量4023 9万吨 同比增长8 6	广州港 601228 华南地区最大的综合性主枢纽港 拟16 65亿元投建广州南沙国际物流中心项目	0
微信支付官方sdk存在严重漏洞 腾讯回应称已修复 现在 腾讯进一步回复称 事实上 该漏洞为常见漏洞 只要在程序接收到xml数据进行解析之前 调用相关的函数关闭xml语言的上述特性即可有效防范和解决 目前已经启动商户的安全提示 提示商户主动排查其自建系统是否存在该漏洞 并给出修复指引进行协助 腾讯还表示 此次问题服务器端sdk的实际影响范围不大 完全可控	7月4日消息 据相关媒体报道 近日有网友在国外的安全社区上爆料称 微信支付的官方sdk 软件工具开发包 中存在严重的漏洞 并放出了如何利用漏洞买买买的截图 而据最新消息显示 腾讯方面日前也对此作出了回应	0
麦捷科技7月4日晚间公告称 根据深圳市发展和改革委员会发布的 市发展改革委战略性新兴产业和未来产业发展专项资金2018年第一批扶持计划项目公示 公司的 超小型一体成型电感元器件产业化 项目获得了以 贷款贴息 为资助方式的438万元发展专项资金	6月26日麦捷科技 300319 公告信息显示 新疆动能东方股权投资有限公司于2018年06月26日将其持有的2000 0000万股股份质押给上海润良泰物联网科技合伙企业 有限合伙 据了解 此次质押目的为融资	0
同益股份7月4日晚间公告称 公司近日以银行收款的方式 获得深圳市宝安区经济促进局2018年度第一批宝安区企业上市补贴项目资金370万元人民币 占公司2017年度经审计归属于上市公司股东净利润的20 07	2018年6月1日 光伏行业受到一个大大的 礼物 国家发展改革委 财政部 国家能源局联合印发了 关于2018年光伏发电有关事项的通知 文件指出自发文之日起 光伏发电的补贴标准均下调0 05元 千瓦时 即全额上网从0 75 0 65 0 55下调至0 7 0 6 0 5 分布式补贴标准由0 37元 千瓦时下调为0 32元 千瓦时 同时通知明确指出 今年暂不安排需要国家补贴的普通光伏电站建设	0
誉衡药业4日早间公告 交易对方未按承诺时间退还18000万元的收购保证金 资金占用费及违约金	7月3日 誉衡药业发布公告 截至6月30日 一笔总额为1 8亿元的收购保证金未能如约收回	1
7月3日 茅台 泸州老窖 郎酒座谈会在四川泸州举行 围绕 加强合作 共谋发展和白酒金三角 等话题 贵州茅台董事长李保芳 泸州老窖董事长张良与郎酒集团董事长汪俊林在会上各抒己见 值得关注的是 这也是继6 3 茅洋会 和6 25茅台 郎酒 习酒 国台 钓鱼台5酒企赤水河行动之后 行业内又一个竞合的标志性事件 而竞合的概念更是深入到大产区领域 背后是包括 泸州 仁怀和宜宾 白酒金三角范围川黔产区的大融合	7月3日 茅台 泸州老窖 郎酒座谈会在四川泸州举行 围绕 加强合作 共谋发展和白酒金三角 等话题 贵州茅台董事长李保芳 泸州老窖董事长张良与郎酒集团董事长汪俊林在会上各抒己见 值得关注的是 这也是继6 3 茅洋会 和6 25茅台 郎酒 习酒 国台 钓鱼台5酒企赤水河行动之后 行业内又一个竞合的标志性事件 而竞合的概念更是深入到大产区领域 背后是包括 泸州 仁怀和宜宾 白酒金三角范围川黔产区的大融合 相关融资标的 泸州老窖 000568 sz 古井贡酒 000596 sz 五粮液 000858 sz 洋河股份 002304 sz 青青稞酒 002646 sz 伊力特 600197 sh 贵州茅台 600519 sh 老白干酒 600559 sh 山西汾酒 600809 sh 今世缘 603369 sh	1
根据中国养猪网猪价系统检测数据显示 今日7月4日全国生猪 外三元 均价为11 50元 公斤 较昨日上涨0 08元 公斤 今日全国多地出现上涨迹象 据悉目前各大养殖场压栏挺价意愿较为明显 此次上涨的主要原因可能就是大场人为提价 数据显示东北 华北的温氏集团 正邦集团价格上调明显	9省猪价齐上涨 广东温氏出栏调至6元 斤 财联社7月5日讯 据新牧网监测 2018年7月3日新牧猪价指数93 93 较昨日升高0 63个点 今日全国生猪均价为5 72元 斤 较昨日上调0 04元 斤 较上周同期上涨0 03元 斤 上涨幅度为0 52 近日各产区生猪供应进一步减少 部分地区极端天气推高猪价	0
4日下午在京举行的 第二届国际城市可持续发展高层论坛暨首届博览会 新闻发布会宣布 中国城市和小城镇改革发展中心将与联合国人居署在2018年8月1日至3日共同在成都主办 第二届国际城市可持续发展高层论坛 中新网	中国日报7月5日电 第二届国际城市可持续发展高层论坛暨首届博览会新闻发布会于7月4日在京举办 联合国人居署国家官员应盛 国家发展改革委城市和小城镇改革发展中心副主任邱爱军 成都市人民政府副秘书长高建军出席新闻发布会 就论坛预期成果 活动亮点 整体筹备进度等情况进行说明 本次论坛将通过联合国的平台 为城市 企业提供项目资源和市场机遇	0
新一届国务院金融稳定发展委员会成立并召开会议 会议强调 完全具备打赢重大风险攻坚战和应对外部风险的诸多有利条件 对此充满信心 这传递金稳委对基本面的一个判断 也是一如既往的态度 有信心 不要怕 我国经济发展基本面仍然强劲 这是打赢金融重大风险攻坚战的强大支撑 今后 金稳委将 定期召开全体会议 不定期召开有针对性的专题会议 统筹研究协调金融领域相关事项 困扰当前经济的不少风险问题极有可能被定向爆破 逐一排查 亮相的7个协作单位或许更触动敏感神经 中纪委 中组部 中宣部 网信办 公安部 司法部 最高法 这些财金系统之外的部门 横跨党政两大系统 说明这一届金稳委虽然还是国务院序列机构 但协调范围已经超出了国务院 说明在金融稳定和发展领域 高层已不再是条块管理思维 而是党政协同发力 人民日报旗下 侠客岛	新一届国务院金融稳定发展委员会成立并召开会议 会议强调 完全具备打赢重大风险攻坚战和应对外部风险的诸多有利条件 对此充满信心 这传递金稳委对基本面的一个判断 也是一如既往的态度 有信心 不要怕 我国经济发展基本面仍然强劲 这是打赢金融重大风险攻坚战的强大支撑 今后 金稳委将 定期召开全体会议 不定期召开有针对性的专题会议 统筹研究协调金融领域相关事项 困扰当前经济的不少风险问题极有可能被定向爆破 逐一排查 亮相的7个协作单位或许更触动敏感神经 中纪委 中组部 中宣部 网信办 公安部 司法部 最高法 这些财金系统之外的部门 横跨党政两大系统 说明这一届金稳委虽然还是国务院序列机构 但协调范围已经超出了国务院 说明在金融稳定和发展领域 高层已不再是条块管理思维 而是党政协同发力	1
央行官员的及时表态 给市场吃了一颗定心丸 回顾上半年 人民币走势经历了1994年人民币官方汇率与外汇调剂价格正式并轨以来最大的单月涨幅和最大的单月跌幅两个历史时刻 双向波动的态势逐步显现 业内人士普遍认为 虽然与年初人民币升值阶段相比 当前外汇市场预期有所调整 但对人民币汇率仍然是双向预期 人民币在宏观上不具备持续贬值基础 其汇率更多取决于中国经济基本面 不太可能重现此前外储下降和人民币贬值的恶性循环 经参	经参头版 央行有信心保持汇率基本稳定 贬值难持续人民币仍将双向波动 财联社7月4日讯 新华社主管报纸经济参考报头版刊文称 央行官员的及时表态 给市场吃了一颗定心丸 回顾上半年 人民币走势经历了1994年人民币官方汇率与外汇调剂价格正式并轨以来最大的单月涨幅和最大的单月跌幅两个历史时刻 双向波动的态势逐步显现 业内人士普遍认为 虽然与年初人民币升值阶段相比 当前外汇市场预期有所调整 但对人民币汇率仍然是双向预期 人民币在宏观上不具备持续贬值基础 其汇率更多取决于中国经济基本面 不太可能重现此前外储下降和人民币贬值的恶性循环	1
在当前融资渠道越来越窄的背景下 发债成了许多中小房企的救命稻草 由于房地产调控没有松动 监管部门对房企申报债券的募投项目 发行额度和规模仍有着一定约束 通过发债审核只是第一步 拿到批文后能否发掉 还要看企业的业绩 负债 违约记录 信用评级 负债等情况 在市场情绪的大幅波动下 最近成功发行债券的只有华夏幸福 招商蛇口 万科等少数质地较好的大型房企 一些房企债券额度有可能出现无法募满的局面 上证报	央广网银川7月5日消息 宁夏再担保集团旗下的众联启航供应链管理服务公司因 企 制宜 在创新担保方式方面积极进行实践探索 通过担保加供应链模式为我区小微企业融资开了一扇窗	0
据外媒报道 中国政府目标是截止2025年为止将半导体自给率提升至70 世界智能手机的90 电脑的65 和智能电视的67 都在中国生产 对于生产这些产品所必需的半导体 中国不能只依靠进口 中国的半导体自给率在2016年只占13 5 左右 由于中美贸易战的爆发 使得中国目前发力半导体行业	半导体芯片 国产软件主题持续走强 午后 半导体芯片概念股阿石创迅速封板 彻底激活市场情绪 随后 捷捷微电 国科微 雅克科技 文一科技 鼎信通讯 2连板 华微电子纷纷涨停助攻 消息面上 近期半导体硅晶圆仍紧缺 显示出半导体行业持续高景气态势 机构认为 芯片国产化板块中长期投资机会已经来临 芯片国产化是中国制造崛起之匙 国产装备迎历史机遇 此外 国产软件概念股同样掀起涨停潮 中国软件六天4板 湘邮科技 润和软件 荣科科技 网达软件 顶点软件 创业软件涨停	0
今天尾盘 总规模接近1000亿元的国内最大场内货币基金 华宝添益 511990 疑似出现 乌龙指 最后1分钟出现了6000多万的高价成交 交易价格对于货币基金来说 相当于接近50天的收益 中国基金报	今天尾盘 再次出现异动 总规模接近1000亿元的国内最大场内货币基金疑似出现 乌龙指 最后1分钟出现了6000多万的高价成交 交易价格对于货币基金来说 相当于接近50天的收益 交易明细显示 14点59分27秒 原本在100 02到100 03元之间成交的华宝添益 511990 突然出现大涨 一单5510手的大单出现 价格拉升到了100 5元	1
市场情绪波动比较正常 因为资本市场往前看 从乐观到悲观 从悲观到乐观都很正常 对短期波动不用过度解读 尤其是人民币汇率波动 去年以来加强金融监管对暴露和释放风险起到了很好的作用 我比较正面地看待去年至今的信用紧缩以及与此相关的一系列现象 另外 由于我们的资本市场体量有限 虽然对于情绪有影响 但对整个实体经济的影响而言较小 21经济	九大首席经济学家看2018年投资机会 财联社2月11日讯 展望2018 恒大首席经济学家兼恒大经济研究院院长任泽平认为2017 2018年炒股票 买有基本面的股票 2019 2020年买房 买人口流入地方的房子 安信证券首席经济学家高善文指出 金融去杠杆不会结束 地产有下行压力 中泰证券研究所所长 首席经济学家李迅雷认为 应该重配新兴产业 新动能 减持传统产业 旧动能 在海通证券首席经济学家姜超看来 投资机会首选港股 第二是国内债市 第三是与避险有关的黄金 中信证券首席宏观经济学家诸建芳表示 未来3 5年中国房地产市场的刚需仍保持稳定增长 限购对刚需的影响有限 房地产销售和投资仍有望保持一定增长 天风证券首席经济学家刘煜辉认为 a股风格不会转换 中小市值股票可能会继续下跌 港股化是一个必然的趋势 会有仙股出现 光大证券全球首席经济学家彭文生指出 中国金融周期拐点正发生 房价调整只是时间问题 华泰证券研究所所长 首席经济学家陆挺则表示 2018年 新兴产业将爆发 而房地产看好大城市和都市圈 需谨慎投资经济增速低迷 非都市圈的三四线城市 瑞银投资银行首席中国经济学家汪涛2018年不大看好周期性行业 认为其或面临调整风险 关于行业投资机会 则看好国企改革板块	0
开创国际7月4日晚间公告 全资孙公司以每艘2058万美元的价格 向福建省马尾造船股份有限公司购买三艘新建金枪鱼围网船 合计交易金额6174万美元	月4日晚间公告 公司全资孙公司泛太渔业 马绍尔群岛 有限公司 简称 泛太渔业 以每艘船 2058 万美元的价格向福建省马尾造船股份有限公司 简称 马尾造船公司 购买三艘新建金枪鱼围网船 合计交易金额 6174 万美元 本次交易的资金主要来源为 30 为自有资金 70 为通过借款方式解决	0
海螺水泥4日在互动平台表示 目前芜湖地区除个别生产线按照既定计划检修外 其他均已复产 铜陵海螺三条生产线尚未复产 铜陵市政府正在积极协调有关部门	海螺水泥 600585 2018 06 29融资融券信息显示 海螺水泥融资余额1 254 850 096元 融券余额11 731 392元 融资买入额115 712 408元 融资偿还额71 932 102元 融资净买额43 780 306元 融券余量350 400股 融券卖出量34 900股 融券偿还量20 400股 融资融券余额1 266 581 488元 海螺水泥融资融券详细信息如下表	0
美国芯片厂商美光周二表示 尚未收到竞争对手台联电早些时候提到的在中国大陆销售芯片的临时禁令 美光在声明中称 美光尚未收到台联电和福建晋华集成电路有限公司在7月3日声明中提到的初步禁令 美光表示 在评估来自福州中级人民法院的文件之前 该公司不会对此置评 新浪科技	台湾联电公司3日发布公告称 大陆福州中级人民法院当日就关于美光半导体 西安 有限责任公司和美光半导体销售 上海 有限公司等先行停止侵犯涉案专利权发出 民事裁定书 主要内容包括要求美光半导体 西安 有限责任公司和美光半导体销售 上海 有限公司立即停止制造 销售 进口二十余项半导体产品	1
发改委召开处级以上干部会议 总结上半年工作研究部署下半年重点任务 发改委主任何立峰要求 一要着力稳定经济运行 切实保持经济发展稳中向好势头 二要着力推进攻坚化险 配合打好防范化解金融风险攻坚战 三要着力深化改革开放 持续深化重点领域改革 推动扩大开放促进经济升级 四要着力推动创新转型 增强自主创新能力 提高供给体系质量 切实增强经济创新力和竞争力 五要着力强化统筹协调 增强工作的前瞻性 可操作性和实效性 切实推动党中央重大战略部署落到实处 六要着力强化党的建设 坚决把全面从严治党各项重点任务落到实处面	何立峰要求 全委要更加紧密地团结在以习近平同志为核心的党中央周围 深刻学习领会习近平总书记等中央领导同志关于发展改革工作的重要指示批示精神 以钉钉子精神把党中央关于下半年经济工作的各项部署落到实处 为实现更高质量 更有效率 更加公平 更可持续的发展做出新的贡献 一要着力稳定经济运行 准确研判形势 做好政策储备 激发内需潜力 强化预期管理 切实保持经济发展稳中向好势头 二要着力推进攻坚化险 配合打好防范化解金融风险攻坚战 集中力量支持深度贫困地区脱贫攻坚 细化打好污染防治攻坚战重大举措 不断提高保障和改善民生水平 切实补齐全面建成小康社会短板 三要着力深化改革开放 持续深化重点领域改革 推动扩大开放促进经济升级 全力为庆祝改革开放40周年营造良好氛围 切实激发市场活力和经济内生动力 四要着力推动创新转型 增强自主创新能力 培育壮大新动能 提高供给体系质量 切实增强经济创新力和竞争力 五要着力强化统筹协调 增强工作的前瞻性 可操作性和实效性 切实推动党中央重大战略部署落到实处 六要着力强化党的建设 坚决把全面从严治党各项重点任务落到实处 加强司局协同配合形成工作合力 切实把党的全面领导贯穿到发展改革工作方方面面	1
ofo北京城市运营经理梁铮表示 为了给用户带来更好的服务和骑行体验 我们从今年5月份开始推行 焕新计划 对路面车辆进行保养 6月下旬 我们在完成保养的车辆座椅下方及车筐中均悬挂 已保养 的标识牌 目前在北京进行试点 将逐步推行至全国 36氪	7月2日消息 ofo最近在商业化探索方面又出新招 在其新版app中 上线了一个名为 看看 的新闻信息聚合功能模块 目前 ofo的 看看 共设置了看点 图片 视频 体育 财经 社会 科普 读报等一系列的频道 新闻来源以新华社等官方媒体为主 尚未发现自媒体 地方媒体等机构加入其中	0
龙蟒佰利4日晚间公告 公司及控股子公司四川龙蟒钛业股份有限公司于近期收到政府财政补贴资金共计271 2万元	6 月 25 日公司公告 各型号钛白粉 包括硫酸法钛白粉 氯化法钛白粉 销售价格在原价基础上对国内各类客户上调 500 元人民币 吨 对国际各类客户上调 50 美元 吨	0
蓝光发展4日在互动平台表示 控股子公司蓝光英诺目前暂无上市计划	蓝光发展通过不断增加企业的核心竞争力 持续保持公司在行业中的领先地位 接下来 蓝光发展还将进一步确保公司业务的竞争优势 让蓝光发展进一步加大市场开拓力度 巩固并迅速扩大公司市场份额 蓝光发展必将带领公司实现更新的进步	0
去年8月价格创出近年新高的金属镁 近期涨势卷土重来 7月3日 国内原生镁锭报价达16250元 吨上下 两月间涨幅超过5 较年内低点涨幅已达8 行业分析人士表示 本轮镁价再度上行 与近期山西 陕西等地环保督察有关 也受到镁上游硅铁商品近期上涨的影响 预计短期内镁价仍具上行动力 对相关企业业绩形成利好	2018年7月4日山西九凌金属材料有限公司标准镁锭 99 90 对外报价维持16800元 吨 实单商谈为主	0
外交部发言人回应 美光被禁止在华销售部分芯片产品 第一 中国是法治国家 严格依法办事 为所有企业提供平等保护 无论是中国企业还是外国企业 无论是国有企业还是民营企业 第二 中方始终致力于为中外企业营造法治化 便利化的营商环境 至于你提到这是否与中美贸易摩擦有关联 我不认为两者之间有必然联系	7月3日 福州中级人民法院对美光发出 诉中禁令 法院裁定美光半导体销售 上海 有限公司立即停止销售 加工 进口十余款crucial英睿达固态硬盘 内存条dram及部分闪存ssd 同时责令其删除网站中关于上述产品的宣传广告 购买链接等信息 法院还裁定美光半导体 西安 有限责任公司立即停止制造 销售 进口数款内存条产品	0
商品期货夜盘普遍下跌 焦炭 焦煤 动力煤分别收涨1 74 2 06 0 87 铁矿石收跌1 62 豆油 棕榈油分别收跌0 39 0 29 菜油收涨0 14 豆粕 菜粕 大豆分别收跌1 00 0 78 0 44 原油现涨0 18 沪金现涨0 04 沪银现跌0 11	商品期货夜盘普遍下跌 财联社7月4日讯 商品期货夜盘普遍下跌 焦炭 焦煤 动力煤分别收涨1 74 2 06 0 87 铁矿石收跌1 62 豆油 棕榈油分别收跌0 39 0 29 菜油收涨0 14 豆粕 菜粕 大豆分别收跌1 00 0 78 0 44 原油现涨0 18 沪金现涨0 04 沪银现跌0 11	1
从4日举行的河北省推进去产能调结构转动能工作会议上获悉 今后三年 河北省将继续坚定不移推进去产能工作 实施 432511 工程 即压减退出钢铁产能4000万吨 煤炭3000万吨 平板玻璃2300万重量箱 水泥500万吨 焦炭1000万吨 火电150万千瓦 其中 今年分别压减退出钢铁1200万吨 煤炭1217万吨 平板玻璃800万重量箱 水泥300万吨 焦炭500万吨 火电50万千瓦 今年的任务11月底前全部完成 新华社	今后三年 河北省将继续坚定不移推进去产能工作 实施 432511 工程 即压减退出钢铁产能4000万吨 煤炭3000万吨 平板玻璃2300万重量箱 水泥500万吨 焦炭1000万吨 火电150万千瓦 其中 今年分别压减退出钢铁1200万吨 煤炭1217万吨 平板玻璃800万重量箱 水泥300万吨 焦炭500万吨 火电50万千瓦 今年的任务11月底前全部完成	1
万科a 4日晚晚间公告 公司在港交所披露的数据显示 2018年6月份 公司实现合同销售面积449 9万平方米 合同销售金额656 3亿元 1月至6月 公司实现合同销售面积2035 4万平方米 合同销售金额3046 6亿元	2018年6月份公司实现合同销售面积449 9万平方米 合同销售金额656 3亿元 2018年1 6月份公司累计实现合同销售面积2 035 4万平方米 合同销售金额3 046 6亿元	1
自动驾驶行业的比赛继续加速 似乎所有的汽车制造商都参与其中 甚至包括科技股 包括英伟达 谷歌 英特尔和苹果等 但苹果在其中的参与度显然没有谷歌之高 谷歌拥有数百万计的真实测试里程 以及数十亿计的综合测试里程 但在自动驾驶的早期阶段 苹果还远远不能改变游戏规则 但由于它能产生数十亿美元的季度现金流和收益 它基本上可以在任何时候以一种有意义的方式进入游戏 如果苹果开始涉足自动驾驶领域的用户体验部分 或许这就是它在这个新的增长领域取得成功的途径 由于数百家公司已经在制造硬件 软件和汽车 苹果可以在自动驾驶中开辟出一个独特的市场 thestreet	随着科技技术的不断发展 智能ai成为了当下的热点行业 而自动驾驶系统在人工智能和汽车变革中成为了下一个行业的爆发点 而技术和资本的双重推动 开始让自动驾驶从概念走向了现实 国内外车企也开始相继发布其自动驾驶应用时间表 新推出的多款车型也开始搭载l1级别的自动驾驶功能 而像l2以及l3级别的自动驾驶也已经搭载部分高端车型了 可以说 自动驾驶已经悄然来到我们身边	0
星期六将于2018年07月06日解禁3557 19万股 占总股本比例8 92 相关个股 星期六 002291	星期六股价半年跌35 控股股东质押九成股份 有着 中国鞋业第一股 之称的星期六正面临内外交困的境地 6月16日 星期六发布了控股股东部分股份补充质押的公告 公告显示 控股股东处于质押状态的股份已达到91 03 这是2018年以来星期六控股股东第三次补充质押 一面是控股股东不断补充质押 另一面是经营业绩的持续恶化 2017年	0
雅本化学4日公告 半年报业绩预计比上年同期上升70 100 盈利7 083 92万元 8 334 02万元 报告期内 公司主营业务持续增长 收入的增加推动了业绩提升	雅本化学 300261 7月4日晚间发布2018年半年度业绩预告 报告期内 公司实现归属于上市公司股东的净利润7 083 92万元 8 334 02万元 预计比上年同期上升 70 100 公司称 业绩变动原因为 报告期内 公司主营业务持续增长 收入的增加推动了业绩提升 南通雅本募投项目进展顺利 上海雅本 朴颐化学 艾尔旺等子公司经营情况良好 为公司业绩增长做出积极贡献 公司2018年半年度非经常性损益约为150万元	1
港股正在经历年内低迷时刻 昨日恒生指数继续走低 盘中一度下跌近千点 创下近8个月新低 不过受到a股午后大幅反弹的影响 恒指收盘跌幅收窄 与此同时 超过七成年内上市的港股新股破发 个股闪崩的情形近日也再次出现 据wind数据显示 今年以来港股市场共发行了98只新股 其中71只目前已破发 占比72 45 证券时报	美股周四收高 科技板块领涨 特朗普政府暗示对欧洲汽车关税做出让步 美联储会议纪要表明联储官员越来越担心贸易战的溢出效应 但不会停加息 今日开盘 恒指高开0 26 报28254 37点 国企指数涨0 27 报10636 78点 红筹指数涨0 45 报4234 52点 大市盘前交易18 56亿港元 瑞声科技涨1 42 报107元 领涨蓝筹	0
东软集团将于2018年07月06日解禁49 58万股 占总股本比例0 04	2018年07月03日下午盘14时12分 东软集团 600718 出现异动 股价大幅拉升5 13 截至发稿 该股报13 31元 股 成交量17 593万手 换手率1 42 振幅5 56 量比1 4	0
浙江东方4日晚间公告 公司近日收到参股公司狮丹努集团股份有限公司 以下简称 狮丹努 转来的中国证券监督管理委员会 以下简称 中国证监会 中国证监会行政许可申请受理单 受理序号 181001 中国证监会对狮丹努提交的 狮丹努集团股份有限公司境外首次公开发行股份 包括普通股 优先股等各类股票及股票的派生形式 审批 行政许可申请材料予以受理	浙江东方 600120 7月4日晚间公告称 公司近日收到参股公司狮丹努集团股份有限公司 以下简称 狮丹努 转来的中国证券监督管理委员会 以下简称 中国证监会 中国证监会行政许可申请受理单 受理序号 181001 中国证监会对狮丹努提交的 狮丹努集团股份有限公司境外首次公开发行股份 包括普通股 优先股等各类股票及股票的派生形式 审批 行政许可申请材料予以受理 狮丹努将根据中国证监会及境外交易所的相关规定和要求进行后续工作	1
去年11月底 谷歌宣布 前英特尔数据中心部门的负责人diane bryant将成为谷歌云新的首席运营官 这对谷歌来说是一次重大的胜利 然而这并不是持久的 在上任仅7个月后 bryant就离开了谷歌云 谷歌的一位发言人说 我们感谢她在谷歌期间做出的贡献 我们祝愿她在接下来一切顺利 目前还不清楚bryant离开的原因 techcrunch	财联社7月4日讯 特斯拉跌幅近6 此前有报告称 特斯拉为了最大限度的提高产量以达到周产目标 马斯克全力以赴 停止了关键 马斯克认为不必要 的制动测试 尽可能多的生产汽车	0
